Variable,CTQ1,CTQ2,CTQ3,CTQ4,CTQ5,CTQ6,CTQ7,CTQ8,CTQ9,CTQ10,CTQ11,CTQ12,CTQ13,CTQ14,CTQ15,CTQ16,CTQ17,CTQ18,CTQ19,CTQ20,CTQ21,CTQ22,CTQ23,CTQ24,CTQ25,MPFI1,MPFI2,MPFI3,MPFI4,MPFI5,MPFI6,MPFI7,MPFI8,MPFI9,MPFI10,MPFI11,MPFI12,MPFI13,MPFI14,MPFI15,MPFI16,MPFI17,MPFI18,MPFI19,MPFI20,MPFI21,MPFI22,MPFI23,MPFI24,MPFI25,MPFI26,MPFI27,MPFI28,MPFI29,MPFI30,SCS1,SCS2,SCS3,SCS4,SCS5,SCS6,SCS7,SCS8,SCS9,SCS10,SCS11,SCS12,PWB1,PWB2,PWB3,PWB4,PWB5,PWB6,PWB7,PWB8,PWB9,PWB10,PWB11,PWB12,PWB13,PWB14,PWB15,PWB16,PWB17,PWB18,LEC1,LEC2,LEC3,LEC4,LEC5,LEC6,LEC7,LEC8,LEC9,LEC10,Studii,Orientare_rel,Genul,Varsta,Mediu_prov,self.acceptance,autonomy,purpose,relationship,mastery,growth,PWB,emotional.abuse,physical.abuse,sexual.abuse,emotional.neglect,physical.neglect,self.compassion,flexibility,Zemotional.abuse,Zphysical.abuse,Zsexual.abuse,Zemotional.neglect,Zphysical.neglect,Zself.compassion,Zflexibility,FelxibilityxEA,FelxibilityxPA,FelxibilityxSA,FelxibilityxEN,FelxibilityxPN,CompassionxEA,CompassionxPA,CompassionxSA,CompassionxEN,CompassionxPN,CTQ,ZCTQ,CTQxcomps,CTQxflexibility,Abuse,neglect,ZAbuse,Zneglect,abusexflexib,neglectxflexib,neglectxcompas,abusexcompas
Label,trauma din copilarie,,,,,,,,,,,,,,,,,,,,,,,,,flexibilitatea psihologica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto-compasiunea,,,,,,,,,,,,starea de bine psihologica,,,,,,,,,,,,,,,,,,evenimente din viata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zscore(emotional.abuse),Zscore(physical.abuse),Zscore(sexual.abuse),Zscore(emotional.neglect),Zscore(physical.neglect),Zscore(self.compassion),Zscore(flexibility),,,,,,,,,,,,Zscore(CTQ),,,,,Zscore(Abuse),Zscore(neglect),,,,
,3.00,3.00,3.00,3.00,3.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,2.00,1.00,2.00,1.00,1.00,1.00,5.00,4.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.00,5.00,4.00,5.00,6.00,5.00,5.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.00,3.00,5.00,4.00,3.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,20.00,2.00,14.00,14.00,15.00,14.00,15.00,15.00,87.00,15.00,7.00,5.00,9.00,6.00,53.00,169.00,0.49826,-0.25136,-0.53057,-0.35210,-0.56447,1.78023,2.20388,1.10,-0.55,-1.17,-0.78,-1.24,0.89,-0.45,-0.94,-0.63,-1.00,42.00,-0.22344,-0.40,-0.49,27.00,14.00,-0.01466,-0.46898,-0.03,-1.03,-0.83,-0.03
,4.00,2.00,4.00,4.00,3.00,2.00,3.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,3.00,1.00,2.00,1.00,1.00,1.00,4.00,3.00,3.00,4.00,3.00,5.00,3.00,3.00,3.00,3.00,3.00,4.00,3.00,4.00,3.00,5.00,3.00,5.00,5.00,4.00,3.00,5.00,4.00,3.00,2.00,3.00,2.00,2.00,5.00,4.00,3.00,3.00,2.00,2.00,5.00,3.00,2.00,2.00,4.00,4.00,3.00,2.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,21.00,1.00,15.00,14.00,15.00,15.00,15.00,15.00,89.00,17.00,10.00,5.00,9.00,6.00,35.00,106.00,0.80826,0.35052,-0.53057,-0.35210,-0.56447,-0.34141,-0.74329,-0.60,-0.26,0.39,0.26,0.42,-0.28,-0.12,0.18,0.12,0.19,47.00,0.02600,-0.01,-0.02,32.00,14.00,0.37589,-0.46898,-0.28,0.35,0.16,-0.13
,1.00,1.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,3.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,5.00,4.00,4.00,6.00,4.00,3.00,5.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,4.00,4.00,4.00,4.00,3.00,4.00,5.00,5.00,6.00,5.00,5.00,5.00,5.00,6.00,5.00,5.00,5.00,3.00,4.00,4.00,5.00,4.00,3.00,4.00,4.00,3.00,4.00,3.00,3.00,5.00,5.00,5.00,4.00,3.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,3.00,1.00,2.00,20.00,1.00,14.00,15.00,14.00,14.00,13.00,14.00,84.00,7.00,6.00,6.00,9.00,9.00,44.00,136.00,-0.74175,-0.45199,-0.28372,-0.35210,0.16487,0.71941,0.66012,-0.49,-0.30,-0.19,-0.23,0.11,-0.53,-0.33,-0.20,-0.25,0.12,37.00,-0.47288,-0.34,-0.31,19.00,17.00,-0.63955,-0.10648,-0.42,-0.07,-0.08,-0.46
,2.00,2.00,3.00,2.00,3.00,1.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,4.00,5.00,5.00,3.00,4.00,1.00,1.00,2.00,5.00,4.00,6.00,5.00,6.00,4.00,6.00,4.00,3.00,4.00,6.00,6.00,6.00,6.00,6.00,5.00,5.00,3.00,5.00,5.00,4.00,3.00,4.00,3.00,6.00,4.00,6.00,4.00,5.00,3.00,3.00,5.00,5.00,1.00,5.00,3.00,5.00,3.00,2.00,5.00,3.00,5.00,4.00,4.00,1.00,1.00,1.00,3.00,4.00,5.00,1.00,4.00,4.00,4.00,3.00,5.00,1.00,3.00,4.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,3.00,3.00,2.00,20.00,1.00,11.00,14.00,3.00,8.00,9.00,8.00,53.00,12.00,6.00,6.00,18.00,11.00,45.00,142.00,0.03326,-0.45199,-0.28372,1.25700,0.65110,0.83728,0.94081,0.03,-0.43,-0.27,1.18,0.61,0.03,-0.38,-0.24,1.05,0.55,53.00,0.32532,0.27,0.31,24.00,28.00,-0.24900,1.22269,-0.23,1.15,1.02,-0.21
,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,1.00,5.00,1.00,3.00,1.00,1.00,5.00,5.00,5.00,3.00,2.00,3.00,4.00,6.00,3.00,4.00,5.00,5.00,4.00,5.00,5.00,6.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,3.00,3.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,3.00,4.00,4.00,4.00,3.00,5.00,5.00,3.00,3.00,5.00,5.00,3.00,4.00,4.00,5.00,5.00,5.00,5.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,25.00,1.00,12.00,11.00,12.00,14.00,13.00,13.00,75.00,6.00,5.00,5.00,5.00,13.00,45.00,126.00,-0.89675,-0.65262,-0.53057,-1.06725,1.13733,0.83728,0.19232,-0.17,-0.13,-0.10,-0.21,0.22,-0.75,-0.55,-0.44,-0.89,0.95,34.00,-0.62254,-0.52,-0.12,16.00,17.00,-0.87388,-0.10648,-0.17,-0.02,-0.09,-0.73
,4.00,2.00,1.00,1.00,4.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,1.00,1.00,4.00,4.00,3.00,3.00,2.00,3.00,4.00,3.00,3.00,3.00,4.00,2.00,4.00,4.00,4.00,3.00,3.00,4.00,3.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,2.00,5.00,4.00,3.00,5.00,4.00,4.00,2.00,3.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,20.00,1.00,14.00,12.00,15.00,14.00,14.00,15.00,84.00,12.00,6.00,6.00,10.00,9.00,44.00,115.00,0.03326,-0.45199,-0.28372,-0.17331,0.16487,0.71941,-0.32227,-0.01,0.15,0.09,0.06,-0.05,0.02,-0.33,-0.20,-0.12,0.12,43.00,-0.17356,-0.12,0.06,24.00,18.00,-0.24900,0.01435,0.08,0.00,0.01,-0.18
,3.00,3.00,5.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,2.00,4.00,1.00,3.00,1.00,1.00,1.00,5.00,6.00,3.00,5.00,4.00,3.00,3.00,4.00,3.00,4.00,6.00,6.00,5.00,5.00,6.00,4.00,3.00,4.00,2.00,4.00,5.00,6.00,3.00,6.00,4.00,4.00,4.00,3.00,3.00,4.00,2.00,5.00,3.00,2.00,5.00,5.00,2.00,2.00,3.00,2.00,3.00,3.00,5.00,5.00,3.00,2.00,4.00,5.00,3.00,5.00,1.00,3.00,5.00,5.00,4.00,5.00,3.00,1.00,5.00,5.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,2.00,23.00,2.00,12.00,15.00,7.00,6.00,14.00,15.00,69.00,19.00,5.00,5.00,12.00,7.00,37.00,127.00,1.11826,-0.65262,-0.53057,0.18427,-0.32136,-0.10568,0.23910,0.27,-0.16,-0.13,0.04,-0.08,-0.12,0.07,0.06,-0.02,0.03,48.00,0.07588,-0.01,0.02,29.00,18.00,0.14156,0.01435,0.03,0.00,0.00,-0.01
,1.00,1.00,2.00,1.00,1.00,1.00,3.00,5.00,3.00,3.00,1.00,1.00,1.00,3.00,1.00,2.00,2.00,2.00,2.00,2.00,1.00,4.00,1.00,1.00,2.00,5.00,3.00,4.00,5.00,4.00,2.00,3.00,4.00,4.00,5.00,5.00,4.00,4.00,4.00,4.00,3.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,24.00,1.00,12.00,12.00,12.00,12.00,12.00,12.00,72.00,6.00,15.00,7.00,10.00,9.00,36.00,117.00,-0.89675,1.35367,-0.03688,-0.17331,0.16487,-0.22355,-0.22870,0.21,-0.31,0.01,0.04,-0.04,0.20,-0.30,0.01,0.04,-0.04,47.00,0.02600,-0.01,-0.01,28.00,18.00,0.06345,0.01435,-0.01,0.00,0.00,-0.01
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,5.00,5.00,5.00,1.00,5.00,1.00,1.00,5.00,5.00,1.00,4.00,5.00,4.00,4.00,3.00,3.00,2.00,3.00,3.00,4.00,5.00,5.00,5.00,5.00,3.00,3.00,4.00,4.00,6.00,6.00,6.00,5.00,6.00,5.00,6.00,4.00,4.00,5.00,3.00,4.00,4.00,2.00,3.00,4.00,4.00,3.00,2.00,3.00,3.00,2.00,4.00,4.00,4.00,4.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,2.00,21.00,2.00,14.00,14.00,14.00,14.00,13.00,15.00,84.00,5.00,5.00,5.00,25.00,13.00,37.00,128.00,-1.05175,-0.65262,-0.53057,2.50853,1.13733,-0.10568,0.28588,-0.30,-0.19,-0.15,0.72,0.33,0.11,0.07,0.06,-0.27,-0.12,53.00,0.32532,-0.03,0.09,15.00,37.00,-0.95200,2.31019,-0.27,0.66,-0.24,0.10
,4.00,1.00,3.00,1.00,2.00,2.00,3.00,3.00,4.00,3.00,5.00,5.00,5.00,5.00,5.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,2.00,1.00,1.00,5.00,3.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,5.00,4.00,5.00,4.00,4.00,3.00,5.00,4.00,4.00,5.00,5.00,3.00,5.00,5.00,5.00,5.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,3.00,2.00,27.00,1.00,13.00,10.00,15.00,13.00,14.00,14.00,79.00,11.00,15.00,25.00,5.00,9.00,36.00,94.00,-0.12174,1.35367,4.40625,-1.06725,0.16487,-0.22355,-1.30465,0.16,-1.77,-5.75,1.39,-0.22,0.03,-0.30,-0.98,0.24,-0.04,65.00,0.92397,-0.21,-1.21,51.00,13.00,1.86000,-0.58982,-2.43,0.77,0.13,-0.42
,5.00,3.00,5.00,5.00,4.00,3.00,5.00,4.00,4.00,3.00,1.00,1.00,1.00,3.00,1.00,5.00,4.00,5.00,4.00,5.00,1.00,4.00,1.00,1.00,3.00,6.00,6.00,2.00,5.00,3.00,2.00,4.00,3.00,4.00,4.00,4.00,3.00,3.00,3.00,3.00,2.00,2.00,2.00,2.00,3.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.00,3.00,3.00,1.00,3.00,3.00,3.00,1.00,2.00,3.00,2.00,2.00,3.00,4.00,3.00,2.00,3.00,4.00,3.00,4.00,3.00,3.00,3.00,4.00,4.00,4.00,3.00,3.00,4.00,3.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,18.00,1.00,10.00,12.00,9.00,8.00,10.00,11.00,60.00,22.00,19.00,7.00,23.00,10.00,28.00,95.00,1.58326,2.15618,-0.03688,2.15095,0.40799,-1.16650,-1.25787,-1.99,-2.71,0.05,-2.71,-0.51,-1.85,-2.52,0.04,-2.51,-0.48,81.00,1.72217,-2.01,-2.17,48.00,32.00,1.62566,1.70602,-2.04,-2.15,-1.99,-1.90
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,4.00,6.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,6.00,1.00,5.00,5.00,6.00,4.00,3.00,3.00,3.00,3.00,5.00,6.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,4.00,4.00,4.00,4.00,3.00,4.00,3.00,5.00,3.00,3.00,5.00,4.00,5.00,4.00,5.00,4.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,22.00,1.00,14.00,13.00,13.00,15.00,14.00,15.00,84.00,5.00,5.00,5.00,8.00,5.00,45.00,138.00,-1.05175,-0.65262,-0.53057,-0.53089,-0.80759,0.83728,0.75368,-0.79,-0.49,-0.40,-0.40,-0.61,-0.88,-0.55,-0.44,-0.44,-0.68,28.00,-0.92187,-0.77,-0.69,15.00,12.00,-0.95200,-0.71065,-0.72,-0.54,-0.60,-0.80
,3.00,2.00,5.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,4.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,5.00,6.00,2.00,5.00,4.00,3.00,5.00,3.00,4.00,5.00,5.00,3.00,5.00,5.00,6.00,2.00,2.00,4.00,5.00,3.00,4.00,5.00,2.00,5.00,4.00,5.00,4.00,3.00,5.00,3.00,1.00,4.00,5.00,1.00,3.00,4.00,4.00,1.00,1.00,4.00,1.00,2.00,3.00,4.00,5.00,5.00,4.00,5.00,3.00,3.00,4.00,5.00,2.00,5.00,3.00,4.00,5.00,5.00,3.00,5.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,19.00,1.00,9.00,11.00,14.00,15.00,9.00,15.00,73.00,19.00,5.00,5.00,14.00,6.00,31.00,122.00,1.11826,-0.65262,-0.53057,0.54185,-0.56447,-0.81289,0.00520,0.01,0.00,0.00,0.00,0.00,-0.91,0.53,0.43,-0.44,0.46,49.00,0.12577,-0.10,0.00,29.00,19.00,0.14156,0.13519,0.00,0.00,-0.11,-0.12
,3.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,6.00,4.00,4.00,3.00,3.00,6.00,4.00,4.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,4.00,3.00,4.00,4.00,4.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3.00,4.00,3.00,2.00,4.00,5.00,4.00,3.00,3.00,3.00,3.00,3.00,4.00,5.00,5.00,4.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,23.00,2.00,14.00,13.00,15.00,14.00,14.00,14.00,84.00,8.00,5.00,5.00,5.00,5.00,40.00,146.00,-0.58675,-0.65262,-0.53057,-1.06725,-0.80759,0.24793,1.12793,-0.66,-0.74,-0.60,-1.20,-0.91,-0.15,-0.16,-0.13,-0.26,-0.20,28.00,-0.92187,-0.23,-1.04,18.00,9.00,-0.71766,-1.07315,-0.81,-1.21,-0.27,-0.18
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,3.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,3.00,4.00,3.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,5.00,4.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,5.00,2.00,3.00,4.00,4.00,4.00,5.00,4.00,4.00,5.00,5.00,5.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,2.00,26.00,1.00,13.00,13.00,13.00,14.00,13.00,14.00,80.00,5.00,5.00,5.00,12.00,5.00,44.00,108.00,-1.05175,-0.65262,-0.53057,0.18427,-0.80759,0.71941,-0.64973,0.68,0.42,0.34,-0.12,0.52,-0.76,-0.47,-0.38,0.13,-0.58,32.00,-0.72232,-0.52,0.47,15.00,16.00,-0.95200,-0.22732,0.62,0.15,-0.16,-0.68
,4.00,3.00,5.00,5.00,5.00,2.00,3.00,1.00,3.00,1.00,2.00,1.00,1.00,1.00,1.00,3.00,2.00,3.00,3.00,4.00,1.00,3.00,1.00,1.00,1.00,4.00,3.00,6.00,6.00,6.00,5.00,5.00,5.00,5.00,5.00,3.00,4.00,1.00,2.00,3.00,2.00,2.00,4.00,2.00,2.00,4.00,4.00,4.00,6.00,5.00,5.00,5.00,6.00,6.00,5.00,1.00,2.00,2.00,1.00,3.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,4.00,5.00,5.00,4.00,3.00,2.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,5.00,5.00,4.00,5.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,3.00,2.00,22.00,2.00,8.00,12.00,14.00,13.00,12.00,11.00,70.00,22.00,10.00,6.00,15.00,7.00,19.00,125.00,1.58326,0.35052,-0.28372,0.72064,-0.32136,-2.22732,0.14554,0.23,0.05,-0.04,0.10,-0.05,-3.53,-0.78,0.63,-1.61,0.72,60.00,0.67453,-1.50,0.10,38.00,21.00,0.84456,0.37685,0.12,0.05,-0.84,-1.88
,2.00,1.00,2.00,2.00,2.00,1.00,1.00,3.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,3.00,3.00,3.00,1.00,1.00,2.00,1.00,5.00,3.00,2.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,2.00,4.00,4.00,2.00,4.00,4.00,4.00,2.00,2.00,4.00,3.00,4.00,5.00,3.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,3.00,4.00,4.00,5.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,1.00,1.00,32.00,1.00,13.00,10.00,10.00,12.00,11.00,13.00,69.00,9.00,7.00,7.00,12.00,8.00,39.00,134.00,-0.43174,-0.25136,-0.03688,0.18427,-0.07824,0.13006,0.56656,-0.24,-0.14,-0.02,0.10,-0.04,-0.06,-0.03,0.00,0.02,-0.01,43.00,-0.17356,-0.02,-0.10,23.00,18.00,-0.32711,0.01435,-0.19,0.01,0.00,-0.04
,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,4.00,3.00,3.00,6.00,6.00,6.00,6.00,6.00,6.00,2.00,6.00,6.00,6.00,5.00,4.00,5.00,5.00,5.00,6.00,5.00,5.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3.00,4.00,5.00,5.00,4.00,5.00,4.00,3.00,3.00,5.00,3.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,39.00,2.00,15.00,11.00,15.00,14.00,15.00,15.00,85.00,6.00,5.00,5.00,5.00,5.00,47.00,154.00,-0.89675,-0.65262,-0.53057,-1.06725,-0.80759,1.07302,1.50217,-1.35,-0.98,-0.80,-1.60,-1.21,-0.96,-0.70,-0.57,-1.15,-0.87,26.00,-1.02164,-1.10,-1.53,16.00,9.00,-0.87388,-1.07315,-1.31,-1.61,-1.15,-0.94
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,4.00,2.00,3.00,4.00,2.00,2.00,5.00,5.00,3.00,5.00,2.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,4.00,4.00,4.00,3.00,5.00,5.00,5.00,4.00,3.00,4.00,2.00,1.00,4.00,2.00,4.00,5.00,3.00,2.00,3.00,3.00,3.00,4.00,2.00,4.00,3.00,5.00,3.00,3.00,2.00,2.00,3.00,3.00,2.00,5.00,4.00,4.00,2.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,22.00,1.00,8.00,12.00,8.00,10.00,8.00,10.00,56.00,5.00,5.00,5.00,5.00,5.00,36.00,95.00,-1.05175,-0.65262,-0.53057,-1.06725,-0.80759,-0.22355,-1.25787,1.32,0.82,0.67,1.34,1.02,0.24,0.15,0.12,0.24,0.18,25.00,-1.07153,0.24,1.35,15.00,9.00,-0.95200,-1.07315,1.20,1.35,0.24,0.21
,1.00,2.00,3.00,1.00,5.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,3.00,3.00,5.00,3.00,2.00,5.00,4.00,1.00,1.00,2.00,6.00,6.00,6.00,4.00,6.00,5.00,4.00,2.00,6.00,5.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,3.00,4.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,4.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,3.00,4.00,1.00,4.00,1.00,1.00,3.00,4.00,1.00,5.00,5.00,5.00,3.00,4.00,4.00,5.00,4.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,2.00,1.00,2.00,46.00,1.00,9.00,12.00,6.00,14.00,10.00,7.00,58.00,12.00,7.00,5.00,13.00,19.00,19.00,82.00,0.03326,-0.25136,-0.53057,0.36306,2.59602,-2.22732,-1.86602,-0.06,0.47,0.99,-0.68,-4.84,-0.07,0.56,1.18,-0.81,-5.78,56.00,0.47498,-1.06,-0.89,24.00,27.00,-0.24900,1.10185,0.46,-2.06,-2.45,0.55
,2.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,6.00,3.00,3.00,3.00,4.00,3.00,3.00,4.00,4.00,4.00,4.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.00,5.00,4.00,4.00,4.00,2.00,4.00,3.00,4.00,2.00,2.00,3.00,2.00,1.00,3.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,2.00,2.00,40.00,1.00,13.00,12.00,14.00,15.00,15.00,15.00,84.00,8.00,5.00,7.00,5.00,5.00,35.00,153.00,-0.58675,-0.65262,-0.03688,-1.06725,-0.80759,-0.34141,1.45539,-0.85,-0.95,-0.05,-1.55,-1.18,0.20,0.22,0.01,0.36,0.28,30.00,-0.82209,0.28,-1.20,20.00,9.00,-0.56144,-1.07315,-0.82,-1.56,0.37,0.19
